Foreign_or_Domestic,IMDB_score,Netflix_Original,TV_or_Movie,date,genre,language,title,year
,8.3,,movie ,07/15/2019,"Adventure, Drama, War",English,Inglourious Basterds,2009
,,,movie ,07/15/2019,Reality,English,My Hotter Half ,
,4.2,,movie ,07/15/2019,Reality-TV,English,Storage Wars: Northern Treasures,
,7.0,,movie ,07/15/2019,"Comedy, Drama, Music, Romance",English,Unfinished Song ,2012
,7.9,,movie ,07/15/2019,"Animation, Adventure, Family, Fantasy, Musical",English,Beat Bugs ,
,4.6,,movie ,07/15/2019,"Drama, Romance",Hindi,Bewafaa ,2005
,6.6,,movie ,07/15/2019,"Action, Crime, Thriller",Cantonese,Connected ,2008
,,,movie ,07/15/2019,Drama,Cantonese,Sexy Central ,
,,,movie ,07/15/2019,"Action, Crime",Cantonese,The Beast Stalker ,2008
,5.0,,movie ,07/15/2019,"Action, Adventure, Comedy, Fantasy",Cantonese,The Twins Effect II (The Twins Effect 2; Chin gei bin 2: Fa dou daai jin) ,2004
,5.4,,movie ,07/15/2019,"Action, Drama",Cantonese,Twins Mission ,2007
,8.1,Netflix Original,movie ,07/15/2019,"Comedy, Talk-Show",English,Comedians in Cars Getting Coffee ,
,7.2,,movie ,07/15/2019,Documentary,English,Iron Cowboy: The Story of the 50.50.50 ,2016
,8.5,Netflix Original,movie ,07/15/2019,"Documentary, Sport",English,Last Chance U ,
,8.6,Netflix Original,movie ,07/15/2019,"Action, Crime, Mystery, Thriller",Spanish,Money Heist (La casa de papel) ,
,8.4,Netflix Original,movie ,07/15/2019,Reality-TV,English,Queer Eye ,
,,Netflix Original,movie ,07/15/2019,"Animation, Action, Adventure, Fantasy",Japanese,SAINT SEIYA: Knights of the Zodiac ,
,8.0,,movie ,07/15/2019,Drama,English,Short Term 12 ,2013
,6.8,Netflix Original,movie ,07/15/2019,"Animation, Action, Comedy, Family",English,The Epic Tales of Captain Underpants ,
,8.7,Netflix Original,movie ,07/15/2019,Horror,English/Hindi,Typewriter ,
,,,movie ,07/15/2019,Comedy,Spanish,"¡Ay, mi madre! ",2017
,,,movie ,07/15/2019,Drama,English,Netflix Originals Emmy Nominations ,2019
,,Netflix Original,movie ,07/15/2019,"Drama, History, Romance",Korean,Rookie Historian Goo Hae-Ryung ,
,,Netflix Original,movie ,07/15/2019,"Drama, Thriller",English,Secret Obsession ,2019
,6.4,,movie ,07/15/2019,"Crime, Drama",Marathi,Mauli ,2018
,5.5,Netflix Original,movie ,07/15/2019,"Animation, Comedy",English,Pinky Malinky ,
,,Netflix Original,movie ,07/15/2019,Comedy,English,"Frankenstein's Monster's Monster, Frankenstein ",2019
,7.3,,movie ,07/15/2019,Documentary,English,Jack of all Trades ,2018
,5.8,,movie ,07/15/2019,"Comedy, Drama, Romance",English,The Break-Up,2006
,7.1,,movie ,07/15/2019,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance",English,The Princess and the Frog,2009
,,Netflix Original,movie ,07/15/2019,Drama,Chinese,Unrequited Love ,
,7.1,,movie ,07/15/2019,Thriller,English,We Belong Together ,2018
,7.4,,movie ,07/15/2019,"Action, Drama, Fantasy, Mystery, Thriller, Western",English,Wynonna Earp ,
 foreign,7.8,,series,07/08/2019,"Animation, Action, Comedy, Drama, Fantasy",Japanese,Angel Beats! ,
 foreign,8.3,,series,07/08/2019,"Animation, Adventure, Drama, Fantasy, Mystery, Romance",Japanese,Anohana: The Flower We Saw That Day ,
 foreign,7.9,,series,07/08/2019,Drama,Marathi,Bogda ,2018
 foreign,7.1,,series,07/08/2019,"Animation, Action, Sci-Fi",Japanese,God Eater ,
 foreign,6.6,,series,07/08/2019,"Animation, Adventure, Fantasy",Japanese,GRANBLUE FANTASY the Animation ,
 foreign,6.8,,series,07/08/2019,"Animation, Comedy, Family",French,Grizzy & les Lemmings ,
 foreign,5.2,,series,07/08/2019,"Comedy, Crime, Romance",English,Love Shot ,2018
 foreign,6.0,,series,07/08/2019,"Documentary, Romance",English,Age Gap Love ,
 foreign,6.9,,series,07/08/2019,"Food & Travel, Documentary",English,Ainsley Eats the Streets ,
 foreign,,,series,07/08/2019,Documentary,English,Encounters with Evil ,
 foreign,,,series,07/08/2019,Documentary,English,History's Greatest Hoaxes,
 foreign,6.5,,series,07/08/2019,Documentary,English,Mega Food ,
 foreign,6.7,,series,07/08/2019,Reality-TV,English,MegaTruckers ,
 foreign,,,series,07/08/2019,Documentary,English,"Nightmare Tenants, Slum Landlords ",
 foreign,6.2,,series,07/08/2019,"Comedy, Drama, Romance",English,Smart People ,2008
 foreign,6.8,,series,07/08/2019,"Drama, Romance",French,Sorry Angel,2018
 foreign,8.1,Netflix Original,series,07/08/2019,"Animation, Action, Comedy, Family, Fantasy, Sci-Fi",English,3Below: Tales of Arcadia ,
 foreign,6.7,,series,07/08/2019,"Comedy, Drama",Spanish,4L (4 Latas) ,2019
 foreign,,Netflix Original,series,07/08/2019,Reality-TV,English,Blown Away ,
 foreign,7.6,Netflix Original,series,07/08/2019,"Comedy, Drama",Swedish,Bonus Family (Bonusfamiljen) ,
 foreign,,Netflix Original,series,07/08/2019,"Reality, Food, Australian",English,Extreme Engagement ,
 foreign,,Netflix Original,series,07/08/2019,Thriller,German,Kidnapping Stella ,2019
 foreign,8.2,,series,07/08/2019,"Drama, Period Drama",Spanish,Luis Miguel - The Series ,
 foreign,8.5,,series,07/08/2019,"Drama, Romance",Korean,One Spring Night ,
 foreign,,,series,07/08/2019,Sci-fi & Fantasy,Taiwanese,PILI Fantasy: War of Dragons ,
 foreign,7.2,,series,07/08/2019,"Action, Thriller",English,Point Blank ,2019
 foreign,,Netflix Original,series,07/08/2019,Documentary,Spanish,Taco Chronicles ,
 foreign,7.4,,series,07/08/2019,Documentary,German,The Milk System ,2017
 foreign,,Netflix Original,series,07/08/2019,Family,English,True Tunes ,
 foreign,,,series,07/08/2019,Drama,English,Black & Privileged,2019
 foreign,4.6,,series,07/08/2019,"Animation, Action, Adventure, Comedy",Hindi,Chhota Bheem ,
 foreign,,,series,07/08/2019,"Crime, Drama, Sci-Fi",Mandarin,Cities of Last Things ,2016
 foreign,,Netflix Original,series,07/08/2019,Comedy,English,Family Reunion ,
 foreign,,,series,07/08/2019,"Kids, Comedy",Hindi,Little Singham Bandarpur Mein Hu Ha Hu ,2019
 foreign,7.6,Netflix Original,series,07/08/2019,Documentary,Spanish,Parchís: the Documentary ,2019
 foreign,,Netflix Original,series,07/08/2019,Stand-up,English,Aziz Ansari: RIGHT NOW ,2019
 foreign,6.9,,series,07/08/2019,"Comedy, Family, Fantasy, Musical",English,Mary Poppins Returns,2018
 foreign,,,series,07/01/2019,Kids,Hindi,Krishna Balram ,
 foreign,7.5,Netflix Original,series,07/01/2019,Family,English,Free Rein,
 foreign,6.6,,series,07/01/2019,"Crime, Drama, Fantasy, Mystery, Romance",Italian,Sicilian Ghost Story ,2017
 foreign,6.4,,series,07/01/2019,"Biography, Drama",English,The Iron Lady,2011
 foreign,8.0,,series,07/01/2019,"Documentary, Short",English,Cristina ,2016
 foreign,6.9,,series,07/01/2019,"Comedy, Drama",English,In The Dark ,
 foreign,,,series,07/01/2019,Documentary,Spanish,"River, el más grande siempre ",2019
 foreign,5.7,,series,07/01/2019,"Action, Adventure, Comedy, Crime, Thriller",English,Skiptrace ,2016
 foreign,7.3,,series,07/01/2019,"Animation, Fantasy, Romance",Mandarin,The Legend of White Snake ,
 foreign,7.1,,series,07/01/2019,"Animation, Drama, Mystery, Thriller",Japanese,Kakegurui ,
 foreign,8.9,Netflix Original,series,07/01/2019,"Drama, Fantasy, Horror, Mystery, Sci-Fi, Thriller",English,Stranger Things ,
 foreign,8.1,,series,07/01/2019,"Animation, Comedy, Family",None,Booba ,
 foreign,7.9,Netflix Original,series,07/01/2019,Documentary,English,The Last Czars ,
 foreign,3.4,Netflix Original,series,07/01/2019,Reality-TV,English,Yummy Mummies ,
 foreign,,Netflix Original,series,07/01/2019,Drama,Thai,Bangkok Love Stories: Objects of Affection ,
 foreign,,Netflix Original,series,07/01/2019,"Drama, Romance",Thai,Bangkok Love Stories: Plead ,
 foreign,,Netflix Original,series,07/01/2019,Drama,Korean,Designated Survivor: 60 Days,
 foreign,7.3,,series,07/01/2019,"Comedy, Drama, Fantasy",English,Good Witch,
,5.7,,movie ,06/24/2019,"Comedy, Crime, Drama, Romance, Thriller",English,A Thin Line Between Love & Hate,1996
,7.4,,movie ,06/24/2019,"Drama, Romance",English,Alice Doesn't Live Here Anymore,1974
,6.3,,movie ,06/24/2019,"Animation, Action, Comedy, Family, Sci-Fi",English,Astro Boy,2009
,7.3,,movie ,06/24/2019,"Comedy, Sport",English,Caddyshack,1980
,3.7,,movie ,06/24/2019,"Comedy, Sport",English,Caddyshack II,1988
,6.6,,movie ,06/24/2019,"Adventure, Comedy, Family, Fantasy, Musical",English,Charlie and the Chocolate Factory,2005
,7.0,,movie ,06/24/2019,"Action, Horror, Sci-Fi, Thriller",English,Cloverfield,2008
,6.5,,movie ,06/24/2019,"Kids, Cartoons",English,DreamWorks Kung Fu Panda Awesome Secrets,
,,,movie ,06/24/2019,Animation,Korean,Flowering Heart ,
,7.2,,movie ,06/24/2019,"Crime, Drama",English,Frozen River,2008
,,,movie ,06/24/2019,Kids,English,Hatchimals | Adventures in Hatchtopia,
,6.1,,movie ,06/24/2019,"Adventure, Family, Fantasy",English,Inkheart ,2008
,3.8,,movie ,06/24/2019,Stand-up,English,Katherine Ryan: Glitter Room ,2019
,7.1,,movie ,06/24/2019,"Biography, Crime, Drama",English,Kill the Irishman,2011
,5.6,,movie ,06/24/2019,"Drama, Fantasy, Mystery, Thriller",English,Lady in the Water ,2006
,6.1,,movie ,06/24/2019,"Adventure, Comedy, Family, Fantasy",English,Little Monsters,1989
,6.3,,movie ,06/24/2019,Thriller,English,Mean Dreams ,2016
,7.3,,movie ,06/24/2019,"Crime, Drama, Thriller",English,Mean Streets,1973
,7.3,,movie ,06/24/2019,"Animation, Action, Comedy, Family, Sci-Fi",English,Megamind ,2010
,8.4,,movie ,06/24/2019,Animation,English,Molang ,
,6.6,,movie ,06/24/2019,"Action, Drama, Sport",English,Never Back Down,2008
,6.2,,movie ,06/24/2019,"Action, Adventure, Crime, Fantasy, Sci-Fi, Thriller",English,Next,2007
,6.0,,movie ,06/24/2019,"Drama, Romance",English,Nights in Rodanthe,2008
,8.7,,movie ,06/24/2019,Documentary,English,NOVA: Bird Brain ,2017
,7.8,,movie ,06/24/2019,Documentary,English,NOVA: Building Chernobyl's MegaTomb ,2017
,,,movie ,06/24/2019,Documentary,English,NOVA: Day the Dinosaurs Died ,2017
,8.1,,movie ,06/24/2019,Documentary,English,NOVA: Decoding the Weather Machine ,2018
,7.6,,movie ,06/24/2019,Documentary,English,NOVA: Eclipse Over America ,2017
,7.7,,movie ,06/24/2019,Documentary,English,NOVA: Extreme Animal Weapons ,2017
,7.5,,movie ,06/24/2019,Documentary,English,NOVA: First Face of America ,2018
,7.1,,movie ,06/24/2019,Documentary,English,NOVA: Holocaust Escape Tunnel ,2017
,7.5,,movie ,06/24/2019,Documentary,English,NOVA: Killer Floods ,2017
,,,movie ,06/24/2019,Documentary,English,NOVA: Killer Hurricanes ,2017
,7.6,,movie ,06/24/2019,Documentary,English,NOVA: Killer Volcanoes ,2017
,8.1,,movie ,06/24/2019,Documentary,English,NOVA: Poisoned Water ,2017
,7.4,,movie ,06/24/2019,Documentary,English,NOVA: Prediction by the Numbers ,2018
,,,movie ,06/24/2019,Documentary,English,NOVA: Secrets of the Shining Knight ,2017
,7.5,,movie ,06/24/2019,Documentary,English,NOVA: Thai Cave Rescue ,2018
,7.2,,movie ,06/24/2019,Documentary,English,NOVA: The Impossible Flight ,2018
,5.2,,movie ,06/24/2019,"Action, Comedy, Crime, Family",English,Paul Blart: Mall Cop,2009
,7.7,,movie ,06/24/2019,Drama,English,Philadelphia,1993
,5.2,,movie ,06/24/2019,"Animation, Comedy, Family",N/A,Rabbids Invasion,
,5.7,,movie ,06/24/2019,"Action, Adventure, Family, Fantasy, Sci-Fi, Thriller",English,Race to Witch Mountain,2009
,8.0,,movie ,06/24/2019,Drama,English,Rain Man,1988
,7.2,,movie ,06/24/2019,"Animation, Action, Adventure, Fantasy",Japanese,Record of Grancrest War ,
,6.6,,movie ,06/24/2019,"Action, Thriller",English,Road House,1989
,7.5,,movie ,06/24/2019,"Animation, Comedy, Family, Fantasy",English,Room on the Broom,2012
,5.6,,movie ,06/24/2019,"Horror, Mystery",English,Scream 3,2000
,4.8,,movie ,06/24/2019,"Comedy, Family, Fantasy",English,Shorts ,2009
,4.4,,movie ,06/24/2019,"Horror, Thriller",English,Soul to Keep ,2018
,6.1,,movie ,06/24/2019,"Comedy, Crime",English,Starsky & Hutch ,2004
,,,movie ,06/24/2019,"Kids, Cartoons",English,Stone Age ,
,4.5,,movie ,06/24/2019,Comedy,English,Swiped ,2018
,6.5,,movie ,06/24/2019,"Action, Crime, Thriller",English,Swordfish,2001
,8.3,,movie ,06/24/2019,"Crime, Drama",English,Taxi Driver,1976
,6.8,,movie ,06/24/2019,Animation,Korean,Tayo the Little Bus ,
,,,movie ,06/24/2019,"Kids, Cartoons",Korean,Tayo the Little Bus Movie: Mission Ace ,2016
,7.1,,movie ,06/24/2019,"Documentary, History",English,The Accountant of Auschwitz,2018
,6.3,,movie ,06/24/2019,"Crime, Drama, Thriller",English,The American,2010
,6.9,,movie ,06/24/2019,"Action, Adventure, Drama, Thriller",English,The Book of Eli ,2010
,5.9,,movie ,06/24/2019,"Action, Adventure, Comedy, Fantasy, Thriller",English,The Brothers Grimm,2005
,6.6,,movie ,06/24/2019,"Action, Adventure, Fantasy",English,The Forbidden Kingdom,2008
,7.7,,movie ,06/24/2019,Comedy,English,The Hangover ,2009
,5.7,,movie ,06/24/2019,"Action, Comedy, Thriller",English,The In-Laws,2003
,5.6,,movie ,06/24/2019,"Adventure, Comedy, Crime, Family, Mystery",English,The Pink Panther ,2006
,5.6,,movie ,06/24/2019,"Action, Adventure, Comedy, Crime, Family, Mystery",English,The Pink Panther 2,2009
,,,movie ,06/24/2019,"Cartoons, Kids",Korean,Titipo Titipo ,
,,,movie ,06/24/2019,"Documentary, War",English,War Against Women ,2013
,6.7,,movie ,06/24/2019,"Drama, Romance",English,Who's That Knocking at My Door?,1967
,,,movie ,06/24/2019,"Cartoon, Kids",English,Zombie Dumb,
,7.4,,movie ,06/24/2019,"Drama, Horror, Romance",Thai,Inhuman Kiss,2019
,7.6,,movie ,06/24/2019,Drama,English,Madam Secretary ,
,6.0,,movie ,06/24/2019,"Action, Drama, Thriller",English,Night Moves,2013
,6.7,,movie ,06/24/2019,"Action, Drama, Thriller",Hindi,Romeo Akbar Walter,2019
,6.9,,movie ,06/24/2019,"Comedy, Horror, Reality-TV",English,Scare Tactics ,
,8.9,,movie ,06/24/2019,"Action, Crime, Drama, Thriller",Tamil,Super Deluxe ,2019
,7.3,,movie ,06/24/2019,"Comedy, Drama",English,20th Century Women ,2016
,,Netflix Original,movie ,06/24/2019,Animation,Japanese,7SEEDS ,
,8.3,Netflix Original,movie ,06/24/2019,Music,English,ANIMA ,2013
,,Netflix Original,movie ,06/24/2019,"Comedy, Drama",Thai,Answer for Heaven ,
,,Netflix Original,movie ,06/24/2019,Comedy,Spanish,Daniel Sosa: Maleducado ,2019
,7.3,Netflix Original,movie ,06/24/2019,"Documentary, Crime",English,Dope ,
,8.4,,movie ,06/24/2019,Documentary,Spanish,El testigo ,2018
,,Netflix Original,movie ,06/24/2019,Documentary,English,Exhibit A ,
,,Netflix Original,movie ,06/24/2019,"Comedy, Drama",French,Family Business ,
,7.1,Netflix Original,movie ,06/24/2019,"TV Competition, Reality",English,Instant Hotel ,
,8.2,,movie ,06/24/2019,Game-Show,English,Jeopardy!,
,,,movie ,06/24/2019,"Adventure, Fantasy",Spanish,La Leyenda del Diamante ,2017
,8.2,,movie ,06/24/2019,"Drama, Thriller",Spanish,Locked Up ,
,8.5,Netflix Original,movie ,06/24/2019,"Animation, Music",English,Motown Magic ,
,7.9,Netflix Original,movie ,06/24/2019,Comedy,Spanish,Paquita Salas ,
,,,movie ,06/24/2019,"Kids, Cartoons",Hindi,Super Bheem ,
,8.7,,movie ,06/24/2019,"Drama, Mystery, Romance",English,Tales of the City,
,7.3,Netflix Original,movie ,06/24/2019,"Mystery, Thriller",Portuguese,The Chosen One ,
,,,movie ,06/24/2019,"Music, Concert, Japanese",Japanese,Hikaru Utada Laughter in the Dark Tour,2018
,8.5,,movie ,06/24/2019,"Animation, Action, Adventure, Family, Sci-Fi",English,Spider-Man: Into the Spider-Verse,2018
,,,movie ,06/24/2019,Thriller,English,Staged Killer,2019
,6.1,,movie ,06/24/2019,Horror,English,The Golem,2018
,,,movie ,06/24/2019,Documentary,Hindi,Unbroken,2019
,5.2,,movie ,06/24/2019,"Comedy, Family, Romance",English,Zookeeper ,2011
,,Netflix Original,movie ,06/24/2019,Stand-up,English,Mike Epps: Only One Mike ,2019
,3.2,,movie ,06/24/2019,"Crime, Drama, Thriller",English,Recall ,2018
,,,movie ,06/24/2019,"Crime,",Hindi,Tottaa Pataaka Item Maal ,2018
 foreign,6.6,Netflix Original,series,06/17/2019,"Animation, Adventure, Drama, Musical",Japanese,Forest of Piano,
 foreign,,,series,06/17/2019,Documentary,English,The Long Goodbye: The Kara Tippetts Story,2019
 foreign,5.5,,series,06/17/2019,"Action, Thriller",English,Triple Threat,2019
 foreign,8.6,Netflix Original,series,06/17/2019,"Crime, Drama, Mystery, Sci-Fi, Thriller",German,Dark ,
 foreign,,,series,06/17/2019,"Action, Sci-fi, Anime",Japanese,EVANGELION: DEATH (TRUE)² ,1998
 foreign,7.4,Netflix Original,series,06/17/2019,"Documentary, Reality-TV, Talk-Show",English,Girls Incarcerated ,
 foreign,6.9,Netflix Original,series,06/17/2019,"Comedy, Musical",Spanish,Go! Live Your Way (GO! Vive a tu manera) ,
 foreign,8.2,,series,06/17/2019,"Animation, Adventure, Fantasy",Japanese,Magi: The Labyrinth of Magic ,
 foreign,6.9,Netflix Original,series,06/17/2019,Comedy,English,Mr. Iglesias ,
 foreign,8.6,,series,06/17/2019,"Animation, Action, Drama, Sci-Fi, Thriller",Japanese,Neon Genesis Evangelion ,
 foreign,7.6,,series,06/17/2019,"Action, Drama",English,Shooter ,
 foreign,7.0,Netflix Original,series,06/17/2019,Reality,English,The Casketeers ,
 foreign,7.6,Netflix Original,series,06/17/2019,"Documentary, Crime",English,The Confession Tapes ,
 foreign,8.2,,series,06/17/2019,"Animation, Action, Drama, Fantasy, Sci-Fi",Japanese,The End of Evangelion ,1997
 foreign,7.6,Netflix Original,series,06/17/2019,"Action, Drama",French,The Wolf's Call ,2019
 foreign,5.7,Netflix Original,series,06/17/2019,Comedy,English,Adam Devine: Best Time of Our Lives,2019
 foreign,,,series,06/17/2019,Kids,Hindi,Antariksha Ke Rakhwale,2018
 foreign,5.6,Netflix Original,series,06/17/2019,"Drama, Music",English,Beats,2019
 foreign,4.6,,series,06/17/2019,"Action, Western",English,Big Kill,2018
 foreign,5.9,,series,06/17/2019,Documentary,English,Bob Lazar: Area 51 & Flying Saucers,2018
 foreign,,,series,06/17/2019,Kids,Hindi,Dragonkala Ka Rahasya,2018
 foreign,7.4,,series,06/17/2019,Documentary,English,Memory Games,2018
 foreign,6.1,,series,06/17/2019,"Adventure, Family, Romance",English,Running for Grace,2018
 foreign,,,series,06/17/2019,Kids,Hindi,Samudri Lootere,2018
 foreign,,,series,06/17/2019,Kids,Hindi,Super Bheem Bana Vajraveer,2018
 foreign,6.1,Netflix Original,series,06/17/2019,Documentary,Portuguese,The Edge of Democracy,2019
 foreign,4.5,,series,06/17/2019,Thriller,English,The Wrong Babysitter,2017
 foreign,6.2,,series,06/17/2019,"Action, Drama, Mystery, Thriller",English,Unlocked ,2017
 foreign,5.3,,series,06/17/2019,"Drama, Music",English,VS. ,2018
 foreign,,,series,06/10/2019,Drama,Korean,Chief of Staff,
 foreign,6.3,,series,06/10/2019,"Crime, Thriller",English,Cop Car ,2015
 foreign,8.0,Netflix Original,series,06/10/2019,"Comedy, News, Talk-Show",English,Patriot Act with Hasan Minhaj,
 foreign,6.0,,series,06/10/2019,"Comedy, Drama, Music",German,Right Here Right Now ,2018
 foreign,7.1,,series,06/10/2019,Children,N/A, Bal Ganesh ,2007
 foreign,,,series,06/10/2019,Documentary,Hindi,3 Seconds Divorce ,2018
 foreign,,,series,06/10/2019,Children,Hindi,Bal Ganesh 2 ,2009
 foreign,,,series,06/10/2019,Children,Hindi,Bal Ganesh and friends from Zeba ,2019
 foreign,,,series,06/10/2019,Children,Hindi,Bal Ganesh and the Pomzom Planet ,2017
 foreign,8.3,,series,06/10/2019,"Animation, Action, Fantasy",Japanese,Fate/Zero ,
 foreign,7.6,,series,06/10/2019,"Drama, Romance",English,Grey's Anatomy ,
 foreign,7.9,,series,06/10/2019,"Animation, Action, Comedy, Drama, Sci-Fi",Japanese,Kill la Kill,
 foreign,,,series,06/10/2019,"Comedy, Drama",Marathi,Luckee ,2019
 foreign,8.3,,series,06/10/2019,"Animation, Drama, Fantasy, Mystery, Thriller",English,Puella Magi Madoka Magica ,
 foreign,5.5,,series,06/10/2019,"Drama, Romance",Mandarin,Somewhere Only We Know ,
 foreign,7.7,,series,06/10/2019,"Animation, Action, Adventure, Comedy, Drama, Fantasy, Romance, Sci-Fi, Thriller",Japanese,Sword Art Online,
 foreign,6.5,,series,06/10/2019,"Animation, Family",English,The Legend of Buddha ,2004
 foreign,8.0,Netflix Original,series,06/10/2019,"Animation, Comedy, Drama, Music, Musical, Romance",English,Aggretsuko,
 foreign,,Netflix Original,series,06/10/2019,Game-Show,English,Awake: The Million Dollar Game,
 foreign,7.6,Netflix Original,series,06/10/2019,"Crime, Drama, Mystery, Thriller",French,Black Spot,
 foreign,,Netflix Original,series,06/10/2019,Drama,German,Charité at War,
 foreign,5.4,Netflix Original,series,06/10/2019,"Family, Romance",Portuguese,DJ Cinderella (Cinderela Pop) ,2019
 foreign,6.9,,series,06/10/2019,"Comedy, Drama",English,Girlfriends' Guide to Divorce ,
 foreign,6.2,Netflix Original,series,06/10/2019,"Drama, Thriller",Hindi,Leila ,
 foreign,,Netflix Original,series,06/10/2019,Documentary,English,Life Overtakes Me ,2019
 foreign,7.0,,series,06/10/2019,Comedy,English,Marlon ,
 foreign,8.0,Netflix Original,series,06/10/2019,"Action, Crime, Drama, Sci-Fi, Thriller",English,Marvel's Jessica Jones ,
 foreign,6.3,Netflix Original,series,06/10/2019,"Action, Comedy, Drama, Mystery, Romance",English,Murder Mystery ,2019
 foreign,,,series,06/10/2019,Drama,Hindi,Pihu ,2018
 foreign,,Netflix Original,series,06/10/2019,"Crime, Drama, Documentary",Spanish,The Alcàsser Murders,
 foreign,,,series,06/10/2019,Crime,Spanish,The Unknown Hitman: The Story of El Cholo Adrián ,
 foreign,7.5,Netflix Original,series,06/10/2019,Drama,English,Trinkets ,
 foreign,7.5,Netflix Original,series,06/10/2019,"Crime, Drama",French,Unit 42 (Unité 42) ,
 foreign,,Netflix Original,series,06/10/2019,Drama,Spanish,Yankee ,
 foreign,5.4,,series,06/10/2019,"Action, Crime, Drama",English,Convict,2014
 foreign,5.8,,series,06/10/2019,"Comedy, Family",Arabic,Flimflam,2016
 foreign,,Netflix Original,series,06/10/2019,"Drama, Horror",English,Jinn,
 foreign,7.1,Netflix Original,series,06/10/2019,"Animation, Drama, Mystery, Thriller",Japanese,Kakegurui ,
 foreign,,Netflix Original,series,06/10/2019,Reality,English,Oprah Presents When They See Us Now,2019
 foreign,6.2,,series,06/10/2019,Family,Arabic,Savage Raghda,2018
 foreign,6.5,Netflix Original,series,06/10/2019,"Horror, Mystery, Thriller",Indonesian,The 3rd Eye 2,2019
 foreign,6.5,,series,06/10/2019,Drama,Arabic,The Ant's Scream ,2011
 foreign,6.8,,series,06/10/2019,"Action, Drama, Thriller",Arabic,The Cell,2017
 foreign,5.9,,series,06/10/2019,"Action, Drama",English,The Right One,2011
 foreign,,Netflix Original,series,06/10/2019,Stand-up,English,Jo Koy: Comin' In Hot,2019
 foreign,,Netflix Original,series,06/10/2019,Documentary,English,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese ,2019
 foreign,5.5,Netflix Original,series,06/10/2019,"Animation, Comedy",English,Pinky Malinky ,
 foreign,7.1,,series,06/10/2019,"Animation, Adventure, Comedy, Family, Fantasy",English,Ralph Breaks the Internet,2018
 foreign,8.6,,series,06/10/2019,Kids,Malay,Upin & Ipin ,
,4.9,,movie ,06/03/2019,Thriller,English,Beneath the Leaves ,2019
,4.2,,movie ,06/03/2019,"Drama, Romance",English,"Berlin, I Love You ",2019
,7.5,,movie ,06/03/2019,"Action, Drama, Sci-Fi, Thriller",English,Equilibrium,2002
,7.5,Netflix Original,movie ,06/03/2019,"Action, Drama, Sci-Fi, Thriller",Portuguese,3%,
,7.0,,movie ,06/03/2019,"Comedy, Drama",Spanish,Belmonte,2018
,4.3,,movie ,06/03/2019,"Comedy, Romance",English,Christian Mingle,2014
,7.7,Netflix Original,movie ,06/03/2019,"Action, Drama, Mystery, Thriller",English,Designated Survivor,
,5.8,Netflix Original,movie ,06/03/2019,"Biography, Drama, Romance",Spanish,Elisa & Marcela,2019
,6.3,,movie ,06/03/2019,"Sci-Fi, Thriller",English,I Am Mother,2019
,7.0,Netflix Original,movie ,06/03/2019,Animation,English,Pachamama,2018
,7.3,Netflix Original,movie ,06/03/2019,Drama,German,Rock My Heart,2017
,,Netflix Original,movie ,06/03/2019,"Music, Cartoon",English,Super Monsters Monster Pets,
,7.6,Netflix Original,movie ,06/03/2019,Drama,English,Tales of the City,
,,Netflix Original,movie ,06/03/2019,Documentary,English,The Black Godfather,2019
,,Netflix Original,movie ,06/03/2019,"Food, Documentary",English,The Chef Show,
,,Netflix Original,movie ,06/03/2019,"Documentary, Sports",English,The Push,2016
,,,movie ,06/03/2019,"Action, Comedy, Fantasy, Romance",English,VS.,2010
,6.7,Netflix Original,movie ,06/03/2019,Drama,German,Alles ist gut ,2018
,,,movie ,06/03/2019,Comedy,Arabic,Best Neighbors,2014
,7.0,,movie ,06/03/2019,"Crime, Drama, Mystery, Thriller",Spanish,Everybody Knows ,2018
,,,movie ,06/03/2019,Comedy,Arabic,Farce ,2006
,,,movie ,06/03/2019,Comedy,Arabic,Freezer's Campaign ,2016
,,,movie ,06/03/2019,Comedy,Arabic,From Japan to Egypt ,2017
,,,movie ,06/03/2019,Comedy,Arabic,"It's Okay, Buddy ",2017
,,,movie ,06/03/2019,Comedy,Arabic,Ms. Mammy ,2012
,,,movie ,06/03/2019,Comedy,Arabic,Sameer Abu Alneel ,2013
,,,movie ,06/03/2019,Comedy,Arabic,Step Outside ,2018
,,,movie ,06/03/2019,"Drama, Crime",Arabic,The Republic of Imbaba ,2015
,5.3,,movie ,06/03/2019,"Comedy, Drama",Arabic,The Thief and the Imbecile ,2013
,8.2,,movie ,06/03/2019,"Animation, Drama, Romance",Japanese,A Silent Voice,2016
,8.9,Netflix Original,movie ,06/03/2019,"Drama, Sci-Fi, Thriller",English,Black Mirror,
,6.4,,movie ,06/03/2019,Adventure,English,Dolphin Kick,2019
,6.3,,movie ,06/03/2019,"Animation, Comedy, Family, Fantasy, Musical",English,The Grinch,2018
,7.8,Netflix Original,movie ,06/03/2019,Comedy,English,Miranda Sings Live…Your Welcome,2019
,6.2,,movie ,06/03/2019,"Comedy, War",English,The Men Who Stare at Goats,2009
 ,8.1,,series,05/27/2019,Comedy,English,Documentary Now!,
 ,7.5,,series,05/27/2019,"Biography, Drama, History",English,"Good Night, and Good Luck",2005
